attempt_id,business_id,business_category,business_true_avg_rating,business_displayed_stars,business_review_count,intended_star,user_review_count,user_tenure_days,user_experience_z,user_is_elite,device_mobile,session_prompted,completed,review_length
334,36,restaurants,4.53,4.5,22,4,2,304,-0.8605,0,0,0,1,65.0
335,953,restaurants,4.177,4.0,40,5,12,543,0.7999,1,1,1,1,48.0
336,3679,restaurants,3.315,3.5,12,1,17,432,1.1683,0,1,0,1,95.0
337,3686,shopping,3.825,4.0,67,5,7,1051,0.2501,0,1,1,1,82.0
338,1210,beauty,3.461,3.5,24,1,4,153,-0.2821,0,1,1,1,63.0
339,3976,restaurants,3.215,3.0,89,5,3,454,-0.5348,0,1,0,0,
340,846,shopping,4.832,5.0,59,5,9,223,0.5028,0,1,1,0,
341,207,beauty,3.515,3.5,16,5,3,100,-0.5348,0,1,0,0,
342,1228,health,4.077,4.0,18,4,14,91,0.9619,0,1,1,0,
343,2125,shopping,4.064,4.0,199,4,14,222,0.9619,0,1,1,1,42.0
344,24,beauty,4.043,4.0,61,5,8,699,0.3835,1,1,1,1,52.0
345,687,health,4.328,4.5,22,1,3,161,-0.5348,0,1,1,1,47.0
346,3163,beauty,4.379,4.5,18,5,3,172,-0.5348,0,0,1,1,45.0
347,2486,beauty,4.903,5.0,43,4,1,145,-1.3196,0,1,0,0,
348,2421,restaurants,3.982,4.0,22,5,5,93,-0.0756,0,1,0,1,71.0
349,3958,restaurants,3.759,4.0,70,5,5,175,-0.0756,0,1,1,1,62.0
350,913,health,3.48,3.5,38,5,1,748,-1.3196,0,1,1,1,37.0
351,3587,shopping,4.68,4.5,69,5,67,343,2.6734,1,0,1,1,111.0
352,1420,beauty,4.14,4.0,5,5,9,162,0.5028,0,1,0,1,54.0
353,3699,shopping,3.209,3.0,9,5,2,193,-0.8605,0,1,0,0,
354,3132,restaurants,3.92,4.0,10,5,47,366,2.279,0,1,1,1,83.0
355,853,services,5.0,5.0,27,5,3,158,-0.5348,0,1,0,0,
356,837,health,3.989,4.0,4,4,12,602,0.7999,0,1,1,0,
357,2169,shopping,3.358,3.5,114,4,5,825,-0.0756,0,1,1,1,43.0
358,2011,restaurants,3.688,3.5,155,3,3,96,-0.5348,1,0,1,1,101.0
359,939,restaurants,4.197,4.0,3,5,3,207,-0.5348,0,1,1,1,48.0
360,1041,beauty,4.314,4.5,79,5,24,388,1.5403,1,1,1,1,62.0
361,3597,services,3.45,3.5,25,5,13,873,0.8838,0,1,0,1,95.0
362,3014,restaurants,3.74,3.5,19,4,4,27,-0.2821,0,0,1,0,
363,764,services,4.157,4.0,112,5,1,153,-1.3196,0,1,1,1,34.0
364,2900,shopping,4.278,4.5,12,5,7,28,0.2501,0,1,1,1,56.0
365,615,beauty,3.891,4.0,17,5,1,535,-1.3196,0,1,0,0,
366,1780,restaurants,4.18,4.0,19,3,9,272,0.5028,0,0,0,1,51.0
367,48,beauty,3.432,3.5,22,5,2,682,-0.8605,0,1,0,1,41.0
368,2596,restaurants,3.94,4.0,49,5,3,219,-0.5348,0,1,0,1,33.0
369,727,restaurants,3.19,3.0,32,1,2,221,-0.8605,0,1,1,0,
370,944,shopping,4.97,5.0,8,5,15,374,1.035,1,0,1,1,87.0
371,759,shopping,4.287,4.5,42,5,1,292,-1.3196,0,1,0,1,26.0
372,733,shopping,3.513,3.5,140,5,11,169,0.7092,1,1,1,1,76.0
373,309,restaurants,4.113,4.0,9,1,7,595,0.2501,0,1,1,1,52.0
374,2217,health,3.052,3.0,7,5,5,734,-0.0756,0,0,1,0,
375,3470,shopping,3.109,3.0,12,1,3,362,-0.5348,1,1,0,0,
376,1206,nightlife,4.756,5.0,63,5,8,939,0.3835,0,0,0,1,51.0
377,3119,restaurants,3.958,4.0,15,5,3,1020,-0.5348,0,1,0,1,36.0
378,2174,shopping,4.049,4.0,148,5,3,159,-0.5348,0,0,0,1,53.0
379,1017,services,4.467,4.5,50,5,5,275,-0.0756,0,1,0,0,
380,246,nightlife,3.473,3.5,36,4,33,379,1.8885,0,0,0,1,85.0
381,3133,restaurants,4.483,4.5,35,5,1,65,-1.3196,0,1,1,1,94.0
382,91,beauty,3.161,3.0,32,5,9,297,0.5028,0,1,1,1,32.0
383,1688,nightlife,3.746,3.5,122,5,4,240,-0.2821,0,0,1,1,32.0
384,137,shopping,3.768,4.0,36,5,4,139,-0.2821,0,1,0,1,63.0
385,3102,health,3.05,3.0,38,5,1,337,-1.3196,0,1,0,0,
386,3959,shopping,3.417,3.5,19,3,1,116,-1.3196,0,0,0,1,47.0
387,1292,nightlife,3.989,4.0,33,5,7,67,0.2501,0,1,1,1,47.0
388,1254,restaurants,4.739,4.5,85,5,1,32,-1.3196,0,1,0,0,
389,2258,restaurants,4.218,4.0,16,2,15,58,1.035,0,1,1,1,48.0
390,2007,restaurants,4.023,4.0,10,5,2,91,-0.8605,0,0,0,0,
391,1526,shopping,3.334,3.5,50,4,9,275,0.5028,0,1,1,1,43.0
392,1463,restaurants,4.019,4.0,21,2,3,360,-0.5348,0,1,0,1,129.0
393,750,restaurants,3.508,3.5,47,3,2,156,-0.8605,0,1,0,0,
394,1003,restaurants,4.125,4.0,6,5,2,461,-0.8605,0,0,0,1,17.0
395,2342,beauty,3.703,3.5,13,5,8,355,0.3835,1,1,0,1,46.0
396,2937,restaurants,4.198,4.0,9,4,11,119,0.7092,0,0,0,1,126.0
397,3003,beauty,3.524,3.5,37,4,4,113,-0.2821,0,0,0,0,
398,2065,health,3.822,4.0,4,4,9,805,0.5028,0,1,1,1,67.0
399,3012,beauty,4.622,4.5,52,5,5,167,-0.0756,0,1,1,1,52.0
400,2368,shopping,4.259,4.5,147,5,1,1274,-1.3196,0,0,0,1,18.0
401,1425,shopping,4.778,5.0,16,5,8,86,0.3835,0,1,0,0,
402,1413,health,3.01,3.0,5,5,4,212,-0.2821,0,0,0,1,70.0
403,2074,shopping,3.736,3.5,10,1,0,68,-2.1045,0,1,1,1,34.0
404,1230,restaurants,3.53,3.5,10,5,3,45,-0.5348,0,0,0,0,
405,3055,shopping,4.101,4.0,126,5,1,143,-1.3196,0,1,0,1,25.0
406,740,restaurants,3.944,4.0,17,5,1,504,-1.3196,0,1,1,1,84.0
407,217,restaurants,3.801,4.0,6,1,4,149,-0.2821,0,1,0,0,
408,1964,beauty,3.948,4.0,49,5,5,445,-0.0756,0,1,0,0,
409,287,shopping,3.386,3.5,14,5,2,120,-0.8605,0,1,0,1,38.0
410,766,restaurants,4.002,4.0,23,5,9,886,0.5028,0,1,1,1,54.0
411,1504,services,3.556,3.5,15,5,4,126,-0.2821,0,0,1,0,
412,16,nightlife,3.857,4.0,18,5,3,987,-0.5348,0,1,0,0,
413,893,restaurants,4.148,4.0,56,5,5,275,-0.0756,0,1,0,0,
414,2179,health,4.241,4.0,24,5,19,104,1.2877,1,1,0,0,
415,1498,shopping,2.978,3.0,21,5,0,122,-2.1045,0,1,0,0,
416,3585,services,2.834,3.0,16,3,21,371,1.3956,0,1,1,1,122.0
417,375,restaurants,3.595,3.5,21,5,3,95,-0.5348,1,1,0,1,58.0
418,2878,shopping,2.881,3.0,17,4,2,336,-0.8605,0,1,0,0,
419,2368,shopping,4.259,4.5,147,5,3,137,-0.5348,0,0,0,1,74.0
420,2576,beauty,4.214,4.0,10,5,2,99,-0.8605,0,1,0,0,
421,2686,restaurants,3.514,3.5,13,1,2,122,-0.8605,0,0,0,1,59.0
422,209,shopping,4.386,4.5,9,5,13,64,0.8838,0,1,0,1,52.0
423,3167,restaurants,2.597,2.5,2,5,6,291,0.0989,0,1,1,0,
424,1325,services,4.975,5.0,4,3,1,310,-1.3196,0,0,1,0,
425,2602,shopping,3.491,3.5,15,5,10,131,0.6107,0,1,1,0,
426,1175,beauty,3.729,3.5,161,4,9,127,0.5028,0,0,0,0,
427,1585,health,3.55,3.5,28,5,1,68,-1.3196,0,1,1,1,31.0
428,2800,health,4.291,4.5,43,5,6,145,0.0989,0,1,1,1,56.0
429,3739,shopping,4.606,4.5,8,4,10,383,0.6107,0,1,1,0,
430,3511,beauty,3.155,3.0,120,5,1,136,-1.3196,0,1,0,1,40.0
431,2905,nightlife,3.259,3.5,213,2,7,317,0.2501,1,0,0,1,75.0
432,2154,nightlife,3.936,4.0,4,2,2,430,-0.8605,1,0,0,1,118.0
433,2110,shopping,4.435,4.5,9,5,9,88,0.5028,0,0,1,1,47.0
434,3862,beauty,4.526,4.5,21,5,2,1824,-0.8605,0,1,1,0,
435,827,restaurants,3.848,4.0,11,2,16,578,1.1036,0,0,0,0,
436,3816,shopping,3.673,3.5,26,4,4,185,-0.2821,0,1,0,0,
437,2595,services,4.267,4.5,20,5,3,53,-0.5348,0,1,1,0,
438,2464,restaurants,3.602,3.5,7,5,2,102,-0.8605,0,1,0,0,
439,2366,restaurants,3.783,4.0,20,5,13,1473,0.8838,0,0,1,1,117.0
440,3249,shopping,3.988,4.0,17,2,2,383,-0.8605,0,0,0,0,
441,2733,restaurants,3.718,3.5,87,5,16,157,1.1036,0,0,0,0,
442,379,beauty,3.476,3.5,54,2,6,171,0.0989,0,0,0,0,
443,3124,restaurants,3.893,4.0,55,5,1,903,-1.3196,0,1,1,1,22.0
444,2914,shopping,5.0,5.0,25,3,5,377,-0.0756,0,0,1,1,37.0
445,3660,restaurants,4.546,4.5,31,5,5,180,-0.0756,0,0,1,1,107.0
446,3745,beauty,3.814,4.0,14,5,1,59,-1.3196,0,1,1,0,
447,3796,nightlife,3.9,4.0,42,1,5,216,-0.0756,1,0,0,1,116.0
448,171,shopping,3.57,3.5,294,3,9,439,0.5028,0,0,0,0,
449,2520,restaurants,4.533,4.5,47,5,17,403,1.1683,0,1,0,1,72.0
450,3737,beauty,4.524,4.5,41,5,16,104,1.1036,0,1,0,0,
451,3863,shopping,3.553,3.5,71,4,69,254,2.7062,1,1,1,1,85.0
452,2197,shopping,3.946,4.0,5,5,5,428,-0.0756,0,0,1,0,
453,3645,beauty,4.219,4.0,41,5,9,935,0.5028,0,1,0,1,66.0
454,3521,services,4.427,4.5,50,4,3,187,-0.5348,0,0,1,0,
455,10,shopping,3.972,4.0,45,5,39,1300,2.0725,0,1,1,1,31.0
456,3539,restaurants,4.536,4.5,13,5,2,409,-0.8605,0,1,0,0,
457,2550,nightlife,3.644,3.5,70,5,37,155,2.0144,0,1,1,1,77.0
458,2294,restaurants,3.93,4.0,15,5,33,105,1.8885,0,1,1,0,
459,713,services,3.827,4.0,92,5,2,37,-0.8605,0,0,0,1,41.0
460,3674,services,4.217,4.0,6,5,15,106,1.035,0,0,1,1,72.0
461,1180,beauty,3.06,3.0,5,4,8,1007,0.3835,0,1,0,0,
462,1671,nightlife,4.415,4.5,94,5,3,175,-0.5348,0,1,0,0,
463,1190,shopping,3.329,3.5,17,5,4,61,-0.2821,0,1,1,1,35.0
464,3878,restaurants,3.729,3.5,5,2,7,123,0.2501,0,1,1,0,
465,1932,beauty,3.53,3.5,20,4,7,271,0.2501,0,0,0,1,58.0
466,456,health,2.647,2.5,32,4,26,192,1.6275,0,0,0,1,82.0
467,43,restaurants,5.0,5.0,128,5,9,366,0.5028,0,1,1,1,36.0
468,3920,restaurants,4.484,4.5,35,5,2,193,-0.8605,0,1,0,0,
469,943,shopping,3.739,3.5,40,5,11,153,0.7092,0,0,0,1,38.0
470,3082,nightlife,3.56,3.5,48,4,1,246,-1.3196,0,1,1,1,83.0
471,116,beauty,3.362,3.5,11,5,3,95,-0.5348,0,1,1,1,22.0
472,3587,shopping,4.68,4.5,69,5,4,304,-0.2821,0,1,0,0,
473,2602,shopping,3.491,3.5,15,1,10,107,0.6107,0,0,1,1,51.0
474,898,restaurants,4.937,5.0,13,5,35,220,1.9532,0,1,1,1,117.0
475,3557,health,4.095,4.0,9,3,6,345,0.0989,0,1,1,1,69.0
476,1191,shopping,3.288,3.5,24,5,3,187,-0.5348,0,1,0,1,18.0
477,3991,shopping,4.971,5.0,12,5,2,254,-0.8605,0,0,0,0,
478,2398,restaurants,2.881,3.0,15,1,12,482,0.7999,0,1,0,1,78.0
479,1794,services,4.179,4.0,45,5,4,136,-0.2821,0,1,0,0,
480,234,health,4.007,4.0,41,5,3,1175,-0.5348,0,1,0,1,21.0
481,1040,restaurants,3.836,4.0,17,5,14,84,0.9619,0,0,1,1,62.0
482,233,nightlife,5.0,5.0,72,5,18,782,1.2296,0,0,0,1,73.0
483,3412,shopping,2.442,2.5,5,5,2,381,-0.8605,0,1,1,0,
484,400,restaurants,4.035,4.0,16,5,1,395,-1.3196,0,1,0,0,
485,452,beauty,4.044,4.0,12,4,4,643,-0.2821,0,1,1,0,
486,497,nightlife,4.549,4.5,53,4,1,265,-1.3196,1,0,1,1,54.0
487,3896,restaurants,3.1,3.0,32,1,1,312,-1.3196,0,1,1,1,46.0
488,3882,beauty,3.6,3.5,15,5,2,281,-0.8605,0,1,1,0,
489,2859,shopping,3.824,4.0,63,4,16,567,1.1036,0,1,0,1,60.0
490,294,services,4.147,4.0,41,4,10,666,0.6107,0,0,1,1,69.0
491,2015,shopping,3.188,3.0,44,5,74,264,2.7843,0,1,1,1,19.0
492,3793,restaurants,3.727,3.5,125,5,2,193,-0.8605,0,0,0,1,45.0
493,386,beauty,3.891,4.0,46,5,21,104,1.3956,0,1,0,1,40.0
494,3174,beauty,3.776,4.0,17,4,9,316,0.5028,0,1,1,1,18.0
495,72,services,4.03,4.0,9,4,3,172,-0.5348,0,0,0,1,29.0
496,3215,beauty,4.043,4.0,13,5,4,54,-0.2821,0,0,1,1,71.0
497,2178,restaurants,4.278,4.5,99,5,3,236,-0.5348,0,0,0,1,37.0
498,3551,nightlife,3.821,4.0,11,5,7,278,0.2501,0,1,0,1,76.0
499,1655,shopping,3.122,3.0,26,5,15,543,1.035,0,1,0,1,71.0
500,3141,restaurants,4.399,4.5,33,5,3,259,-0.5348,0,1,0,0,
501,3370,services,3.443,3.5,35,5,13,105,0.8838,0,1,0,0,
502,1299,shopping,3.3,3.5,78,5,20,659,1.3429,0,0,1,1,51.0
503,2569,health,2.692,2.5,130,3,26,41,1.6275,1,0,1,1,160.0
504,1843,health,4.029,4.0,113,4,1,67,-1.3196,0,1,0,0,
505,1727,services,2.558,2.5,25,4,5,207,-0.0756,0,1,1,0,
506,3198,restaurants,4.08,4.0,47,1,11,197,0.7092,0,0,1,1,99.0
507,904,health,3.84,4.0,38,5,1,208,-1.3196,0,1,0,1,83.0
508,478,nightlife,3.694,3.5,31,4,1,122,-1.3196,0,0,1,1,75.0
509,1921,restaurants,3.554,3.5,18,5,5,601,-0.0756,0,1,0,0,
510,3286,nightlife,3.466,3.5,17,5,3,214,-0.5348,0,0,0,1,75.0
511,651,services,3.159,3.0,16,1,4,75,-0.2821,0,0,0,1,55.0
512,1360,beauty,4.257,4.5,9,5,3,354,-0.5348,0,1,0,1,24.0
513,2668,nightlife,4.172,4.0,89,5,53,125,2.4123,1,1,1,1,66.0
514,1907,restaurants,3.623,3.5,39,3,3,108,-0.5348,0,1,1,0,
515,2422,beauty,4.642,4.5,57,5,9,232,0.5028,0,1,0,1,33.0
516,2112,restaurants,3.797,4.0,20,4,9,1064,0.5028,0,0,0,1,41.0
517,3240,services,4.385,4.5,7,5,1,36,-1.3196,0,0,1,1,16.0
518,3501,nightlife,3.983,4.0,28,3,25,58,1.5847,0,1,0,1,53.0
519,1798,nightlife,4.407,4.5,36,5,10,110,0.6107,0,1,1,0,
520,1726,shopping,3.845,4.0,43,5,6,1101,0.0989,0,0,0,1,66.0
521,1114,health,3.63,3.5,208,5,16,91,1.1036,0,1,1,1,28.0
522,1774,nightlife,3.641,3.5,26,5,5,621,-0.0756,0,0,0,0,
523,3345,beauty,3.794,4.0,77,5,13,531,0.8838,1,1,1,1,47.0
524,2006,shopping,4.14,4.0,39,1,1,666,-1.3196,0,1,0,1,16.0
525,2763,restaurants,4.133,4.0,16,5,12,108,0.7999,0,1,0,0,
526,1673,restaurants,4.12,4.0,9,4,6,265,0.0989,0,0,0,1,70.0
527,2826,shopping,4.178,4.0,149,5,6,457,0.0989,0,0,1,1,64.0
528,2849,shopping,3.185,3.0,74,5,2,347,-0.8605,0,0,0,1,38.0
529,2112,restaurants,3.797,4.0,20,3,4,3125,-0.2821,0,0,0,0,
530,3737,beauty,4.524,4.5,41,5,4,1362,-0.2821,0,1,0,1,65.0
531,3503,nightlife,3.349,3.5,36,4,1,704,-1.3196,0,0,0,0,
532,633,shopping,4.0,4.0,11,3,7,470,0.2501,0,0,0,1,87.0
533,911,services,3.092,3.0,7,4,28,504,1.7084,0,1,1,1,40.0
534,3819,services,4.669,4.5,23,5,1,670,-1.3196,0,1,0,0,
535,1606,health,3.626,3.5,17,2,8,1238,0.3835,0,1,1,1,81.0
536,1241,restaurants,3.133,3.0,32,5,3,126,-0.5348,0,1,1,1,51.0
537,3184,restaurants,4.308,4.5,24,5,3,743,-0.5348,0,0,1,1,75.0
538,2408,restaurants,3.816,4.0,87,3,5,327,-0.0756,0,1,1,1,99.0
539,531,beauty,3.321,3.5,23,5,5,664,-0.0756,0,0,1,1,66.0
540,367,beauty,3.637,3.5,19,5,6,280,0.0989,1,1,0,1,55.0
541,3232,shopping,3.091,3.0,18,5,1,174,-1.3196,0,1,0,0,
542,3059,restaurants,3.167,3.0,10,4,16,177,1.1036,1,1,0,1,79.0
543,1410,services,2.788,3.0,47,2,5,291,-0.0756,0,1,1,0,
544,3449,services,3.651,3.5,16,5,10,421,0.6107,0,0,1,1,61.0
545,502,health,4.636,4.5,55,5,19,181,1.2877,0,0,1,1,68.0
546,3476,services,4.45,4.5,7,5,1,71,-1.3196,0,0,0,1,8.0
547,316,shopping,3.471,3.5,62,3,10,480,0.6107,0,0,0,1,68.0
548,2544,shopping,3.673,3.5,33,4,4,238,-0.2821,0,0,1,1,52.0
549,3372,services,3.329,3.5,20,4,15,42,1.035,0,1,1,0,
550,2477,restaurants,4.991,5.0,14,5,2,63,-0.8605,0,1,0,0,
551,3114,shopping,3.52,3.5,11,4,14,342,0.9619,0,0,1,1,87.0
552,1375,restaurants,4.35,4.5,5,2,2,477,-0.8605,0,1,0,0,
553,1152,restaurants,3.273,3.5,61,2,8,721,0.3835,0,1,1,1,54.0
554,1063,nightlife,3.073,3.0,7,5,7,167,0.2501,1,1,1,1,48.0
555,465,beauty,4.824,5.0,99,5,4,150,-0.2821,0,0,0,1,73.0
556,1109,restaurants,3.569,3.5,27,5,2,436,-0.8605,0,1,1,0,
557,988,shopping,4.188,4.0,61,5,3,123,-0.5348,1,0,0,1,50.0
558,3026,restaurants,4.643,4.5,28,5,14,127,0.9619,0,1,0,0,
559,851,restaurants,3.55,3.5,13,4,25,316,1.5847,1,0,1,1,91.0
560,663,restaurants,4.753,5.0,40,5,43,339,2.1804,0,1,1,1,58.0
561,2932,nightlife,4.826,5.0,17,5,9,434,0.5028,0,1,1,1,53.0
562,2151,restaurants,4.456,4.5,37,4,7,294,0.2501,0,0,0,0,
563,862,services,3.96,4.0,17,5,8,108,0.3835,0,1,1,1,21.0
564,2823,health,3.795,4.0,2,3,41,193,2.1278,0,0,1,1,120.0
565,864,restaurants,3.663,3.5,21,5,9,285,0.5028,0,1,1,0,
566,3142,health,4.135,4.0,7,5,5,828,-0.0756,0,1,1,1,20.0
567,129,nightlife,3.84,4.0,7,5,4,492,-0.2821,0,0,0,1,101.0
568,2360,services,3.806,4.0,14,5,4,309,-0.2821,0,1,0,1,38.0
569,2387,restaurants,2.821,3.0,45,4,8,475,0.3835,1,0,1,1,138.0
570,1491,services,4.504,4.5,25,5,2,847,-0.8605,0,0,0,0,
571,2755,services,3.796,4.0,3,5,2,84,-0.8605,0,1,0,0,
572,1518,restaurants,3.473,3.5,12,5,5,274,-0.0756,0,1,0,0,
573,2613,beauty,4.264,4.5,96,5,3,63,-0.5348,0,1,0,0,
574,894,beauty,3.842,4.0,21,5,10,270,0.6107,0,1,1,1,34.0
575,2274,services,2.782,3.0,73,4,10,174,0.6107,1,1,0,0,
576,3025,restaurants,3.954,4.0,7,5,7,901,0.2501,0,0,0,1,78.0
577,3864,health,3.717,3.5,14,4,8,757,0.3835,1,0,0,1,53.0
578,1441,restaurants,3.834,4.0,14,1,6,1689,0.0989,0,1,0,1,18.0
579,1890,restaurants,3.423,3.5,45,3,0,210,-2.1045,0,1,1,0,
580,1905,shopping,4.336,4.5,29,5,2,339,-0.8605,0,1,1,0,
581,3440,restaurants,4.143,4.0,43,5,11,258,0.7092,0,1,0,1,74.0
582,3850,shopping,3.552,3.5,22,2,2,885,-0.8605,0,1,1,0,
583,2584,restaurants,3.248,3.0,9,3,13,265,0.8838,0,0,0,1,122.0
584,3288,restaurants,3.536,3.5,24,3,14,115,0.9619,0,0,1,1,57.0
585,336,restaurants,3.972,4.0,30,5,4,60,-0.2821,0,0,0,1,29.0
586,3037,restaurants,4.51,4.5,67,5,3,842,-0.5348,0,1,1,0,
587,3240,services,4.385,4.5,7,5,5,365,-0.0756,0,1,0,1,60.0
588,2859,shopping,3.824,4.0,63,1,5,323,-0.0756,0,1,1,1,26.0
589,2337,shopping,4.54,4.5,3,3,10,1084,0.6107,0,0,0,0,
590,3598,health,2.839,3.0,156,2,0,310,-2.1045,0,1,0,0,
591,2614,restaurants,4.44,4.5,37,5,2,72,-0.8605,0,1,1,0,
592,3385,beauty,4.064,4.0,14,5,2,89,-0.8605,0,0,1,1,64.0
593,720,shopping,3.466,3.5,21,5,0,468,-2.1045,0,1,0,0,
594,2661,shopping,3.167,3.0,49,3,3,516,-0.5348,0,1,1,1,62.0
595,1749,shopping,3.667,3.5,58,5,1,2026,-1.3196,0,1,1,1,87.0
596,3473,shopping,3.414,3.5,42,5,3,292,-0.5348,0,0,0,0,
597,3522,restaurants,3.454,3.5,5,5,3,1511,-0.5348,0,1,0,0,
598,3375,shopping,3.874,4.0,10,4,8,103,0.3835,0,1,1,1,45.0
599,861,beauty,4.73,4.5,25,5,4,146,-0.2821,0,1,0,0,
600,1969,shopping,3.494,3.5,4,3,1,107,-1.3196,0,1,1,1,40.0
601,0,beauty,3.278,3.5,9,1,7,347,0.2501,0,1,1,1,33.0
602,3918,beauty,4.22,4.0,87,2,71,844,2.7381,1,1,1,1,91.0
603,1030,nightlife,4.235,4.0,96,4,16,245,1.1036,0,1,1,1,93.0
604,2497,restaurants,4.31,4.5,18,5,10,123,0.6107,0,0,1,1,89.0
605,1950,health,4.475,4.5,12,4,4,506,-0.2821,0,1,1,0,
606,3618,restaurants,3.597,3.5,87,5,3,257,-0.5348,0,1,1,1,65.0
607,3285,nightlife,3.317,3.5,83,5,3,514,-0.5348,0,1,0,0,
608,3107,nightlife,3.486,3.5,22,5,6,266,0.0989,0,1,1,1,86.0
609,2573,services,3.486,3.5,34,5,1,265,-1.3196,0,1,0,0,
610,477,nightlife,3.641,3.5,35,5,6,1780,0.0989,0,1,1,1,63.0
611,3676,restaurants,4.464,4.5,55,5,2,112,-0.8605,0,0,1,1,62.0
612,250,nightlife,4.429,4.5,26,5,1,418,-1.3196,0,0,1,0,
613,1822,shopping,2.663,2.5,12,5,2,549,-0.8605,1,1,0,0,
614,1517,health,3.505,3.5,186,5,20,742,1.3429,0,0,0,0,
615,1563,services,3.587,3.5,10,5,6,108,0.0989,0,0,1,1,23.0
616,3908,nightlife,4.207,4.0,10,5,0,409,-2.1045,0,1,0,0,
617,925,restaurants,3.404,3.5,104,4,2,187,-0.8605,0,0,1,0,
618,2319,services,4.342,4.5,8,4,13,268,0.8838,1,0,1,1,97.0
619,872,health,3.658,3.5,24,4,4,193,-0.2821,0,0,0,0,
620,3646,shopping,4.264,4.5,14,5,9,178,0.5028,0,0,1,1,59.0
621,2944,restaurants,3.84,4.0,24,5,3,1149,-0.5348,0,1,0,1,49.0
622,1659,restaurants,3.183,3.0,8,5,6,709,0.0989,0,1,0,0,
623,321,shopping,4.348,4.5,28,5,5,82,-0.0756,0,0,0,1,75.0
624,610,nightlife,3.691,3.5,28,5,2,221,-0.8605,0,0,0,1,74.0
625,970,restaurants,4.138,4.0,16,5,9,252,0.5028,0,1,0,1,138.0
626,1625,beauty,3.942,4.0,4,3,27,960,1.6687,0,1,1,1,71.0
627,3543,restaurants,3.242,3.0,11,5,8,100,0.3835,0,1,1,1,51.0
628,478,nightlife,3.694,3.5,31,5,6,151,0.0989,0,0,0,0,
629,2307,shopping,3.691,3.5,16,2,2,143,-0.8605,0,1,0,0,
630,1389,restaurants,3.827,4.0,71,5,14,48,0.9619,0,1,0,1,90.0
631,186,shopping,4.154,4.0,8,5,3,49,-0.5348,0,0,0,1,38.0
632,2477,restaurants,4.991,5.0,14,4,9,347,0.5028,0,1,0,0,
633,2817,nightlife,2.575,2.5,17,4,11,141,0.7092,0,1,0,1,64.0
634,3837,restaurants,3.725,3.5,34,4,15,337,1.035,0,0,0,1,48.0
635,2026,services,2.979,3.0,32,4,15,65,1.035,0,0,1,1,121.0
636,1301,nightlife,3.115,3.0,17,4,14,99,0.9619,0,0,0,0,
637,3418,restaurants,4.22,4.0,19,5,1,186,-1.3196,0,0,0,0,
638,989,services,4.54,4.5,91,5,2,72,-0.8605,0,1,0,1,47.0
639,2729,services,3.959,4.0,145,5,1,207,-1.3196,0,1,0,0,
640,3773,services,4.143,4.0,24,4,1,205,-1.3196,0,0,0,0,
641,17,restaurants,4.339,4.5,6,5,27,189,1.6687,1,1,0,1,111.0
642,3700,services,4.866,5.0,45,5,2,80,-0.8605,0,1,1,0,
643,822,restaurants,3.764,4.0,49,5,1,778,-1.3196,0,0,0,1,31.0
644,1926,shopping,3.754,4.0,17,4,5,92,-0.0756,0,1,0,1,38.0
645,1031,beauty,3.326,3.5,9,4,2,231,-0.8605,0,0,0,1,61.0
646,578,services,4.782,5.0,23,5,60,232,2.5504,1,1,1,1,82.0
647,2808,restaurants,3.609,3.5,42,5,4,278,-0.2821,0,0,0,1,43.0
648,1928,restaurants,4.36,4.5,14,5,8,78,0.3835,0,1,1,1,104.0
649,2037,restaurants,2.847,3.0,23,5,2,345,-0.8605,0,1,0,0,
650,1934,beauty,3.844,4.0,5,5,1,144,-1.3196,0,0,1,1,13.0
651,2989,nightlife,3.188,3.0,20,5,2,435,-0.8605,0,0,1,0,
652,3864,health,3.717,3.5,14,5,2,608,-0.8605,0,1,0,1,42.0
653,2051,restaurants,4.533,4.5,5,5,2,282,-0.8605,1,1,0,1,84.0
654,622,health,4.35,4.5,48,5,1,162,-1.3196,0,1,1,1,19.0
655,1309,health,4.508,4.5,90,1,6,1139,0.0989,0,0,0,1,42.0
656,1984,nightlife,4.949,5.0,14,5,3,391,-0.5348,0,0,1,1,32.0
657,414,restaurants,3.027,3.0,5,4,1,134,-1.3196,0,1,1,0,
658,916,restaurants,4.267,4.5,54,5,6,97,0.0989,0,0,0,1,34.0
659,810,restaurants,4.008,4.0,101,5,11,379,0.7092,0,0,0,1,84.0
660,3891,beauty,3.372,3.5,39,1,18,200,1.2296,0,1,0,0,
661,1603,services,3.857,4.0,10,4,0,101,-2.1045,0,1,0,1,41.0
662,3516,nightlife,3.964,4.0,33,5,2,291,-0.8605,1,1,0,0,
663,2205,nightlife,3.464,3.5,13,2,1,88,-1.3196,0,1,0,1,44.0
664,2024,shopping,3.716,3.5,20,5,2,291,-0.8605,0,1,0,0,
665,3754,shopping,3.508,3.5,18,4,23,344,1.4941,0,0,0,1,118.0
666,2767,beauty,3.497,3.5,4,5,2,126,-0.8605,0,0,0,1,36.0
667,958,shopping,3.355,3.5,100,5,3,365,-0.5348,0,0,1,1,59.0
668,1126,shopping,4.408,4.5,54,5,2,136,-0.8605,0,0,0,1,25.0
669,2664,shopping,4.668,4.5,18,5,30,261,1.7839,1,1,1,1,95.0
670,8,restaurants,3.676,3.5,14,1,0,67,-2.1045,0,1,0,0,
